#Feature ID,Kingdom,Pyhlum,Class,Order,Family,Genus,Species
21d47f8c6080e17ebdb50ed42f35e2b0,k__Bacteria,p__Fusobacteria,c__Fusobacteriia,o__Fusobacteriales,f__Leptotrichiaceae,g__Leptotrichia,s__Leptotrichia_sp._HMT_221
1a3ecc0c9e2d8b3872939f568b0ecfec,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pasteurellales,f__Pasteurellaceae,g__Aggregatibacter,Unclassified g__Aggregatibacter
5431c93e93b57f0b74748eb702ea1e72,k__Bacteria,p__Fusobacteria,c__Fusobacteriia,o__Fusobacteriales,f__Leptotrichiaceae,g__Leptotrichia,s__Leptotrichia_sp._HMT_417
7e9e99f1f9f59575dfe8b0ec29a6b12c,k__Bacteria,p__Spirochaetes,c__Spirochaetia,o__Spirochaetales,f__Spirochaetaceae,g__Treponema,s__Treponema_socranskii
eedb6e6a512baecd8df273d5495ca5c0,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Neisseriales,f__Neisseriaceae,g__Eikenella,s__Eikenella_corrodens
1d645c234614ddbf579edb05c466abfe,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__Prevotella_salivae
c38ee4acf990375c9b9df651cf77bf7c,k__Bacteria,p__Actinobacteria,c__Coriobacteriia,o__Coriobacteriales,f__Coriobacteriaceae,g__Atopobium,s__Atopobium_parvulum
7e37c37ed99c3ea20b812daaf265056c,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__Prevotella_shahii
a3f75d1d06acabb57628e1ad2010511b,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Actinomycetaceae,g__Schaalia,Unclassified g__Schaalia
64286fb19f06c675804bd7625474554b,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Neisseriales,f__Neisseriaceae,g__Neisseria,Unclassified g__Neisseria
719ab97ff4cf3c7b809b054134f4dc70,k__Bacteria,p__Firmicutes,c__Negativicutes,o__Veillonellales,f__Veillonellaceae,g__Megasphaera,s__Megasphaera_micronuciformis
75c4604f14f39774966b90bc97819161,k__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__Capnocytophaga,Unclassified g__Capnocytophaga
1e3fd8730f63187115f62d94d611825f,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Porphyromonadaceae,g__Tannerella,Unclassified g__Tannerella
de4edf45ab75f6490e1ada65b0e0306f,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Peptostreptococcaceae_[XI],g__Peptostreptococcaceae_[XI][G-9],s__Peptostreptococcaceae_[XI][G-9]_[Eubacterium]_brachy
64b82a5c221cd7df209d8d2bc596c43c,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae_[XIV],g__Oribacterium,s__Oribacterium_parvum
a1eb68b0d24005ba889e3b7b371153ec,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__Prevotella_nanceiensis
83b33d4e62f2966de49db7cc6c47dfd1,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__Prevotella_denticola
c4228a5878f56464e576996e95eefc5e,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Peptostreptococcaceae_[XI],g__Peptostreptococcus,s__Peptostreptococcus_stomatis
1e5db7fe2844640a3a5a978ece66e8b3,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,Unclassified g__Prevotella
e6566e1e8969e8d41859c9999b464d9b,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Neisseriales,f__Neisseriaceae,g__Kingella,s__Kingella_sp._HMT_459
5397183784b674dbb4e894429bd84c62,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Bacteroidales_[F-2],g__Bacteroidales_[G-2],s__Bacteroidales_[G-2]_bacterium_HMT_274
6b6544b1bea60f490b571296f1b651d9,k__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__Bergeyella,s__Bergeyella_sp._HMT_322
1cd30fcbf9157649a8933f4b41240f95,k__Bacteria,p__Fusobacteria,c__Fusobacteriia,o__Fusobacteriales,f__Fusobacteriaceae,g__Fusobacterium,Unclassified g__Fusobacterium
c2ba82ad21732bcd0ef11c61560cf91c,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Neisseriales,f__Neisseriaceae,g__Kingella,s__Kingella_oralis
f4145532e866d175216ac62b605e3618,k__Bacteria,p__Firmicutes,c__Negativicutes,o__Veillonellales,f__Veillonellaceae,g__Dialister,s__Dialister_pneumosintes
e7b81c3cb2374da6f1de09a8c954cf7f,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Actinomycetaceae,g__Actinomyces,s__Actinomyces_graevenitzii
3fae853851bfe19cdb50e15749f373b6,k__Bacteria,p__Firmicutes,c__Negativicutes,o__Veillonellales,f__Veillonellaceae,g__Veillonella,Unclassified g__Veillonella
f9a668f6c0e2112c51239d0b7c9b9280,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Lautropia,s__Lautropia_mirabilis
8ba3ddead74623ec33330d15eaff5457,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,Unclassified g__Streptococcus
4850e848f7a0c8155d94fa520f2bf995,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pasteurellales,f__Pasteurellaceae,g__Haemophilus,s__Haemophilus_parainfluenzae
b3e560c415dd505b1e13ba0ba5dba6ba,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pasteurellales,f__Pasteurellaceae,g__Haemophilus,s__Haemophilus_paraphrohaemolyticus
4d655cd5df4a6376419cd6b5de5d8337,k__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__Bergeyella,s__Bergeyella_sp._HMT_907
1f34096589b67b6df0bcf87c4cb372ad,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,Unclassified g__Prevotella
b5c3abd1c966bb0457d8dfe34c35b160,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pasteurellales,f__Pasteurellaceae,g__Aggregatibacter,Unclassified g__Aggregatibacter
304a3df568087b761af6bca76a3816aa,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Peptococcaceae,g__Peptococcus,Unclassified g__Peptococcus
c5bd025300b4ef0c652dd11cef56ac29,k__Bacteria,p__Spirochaetes,c__Spirochaetia,o__Spirochaetales,f__Spirochaetaceae,g__Treponema,s__Treponema_socranskii
8420e612ce681b013ae1abebe20a8f78,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pasteurellales,f__Pasteurellaceae,g__Haemophilus,Unclassified g__Haemophilus
fae1d9c6581c575b636026a54716625e,k__Bacteria,p__Firmicutes,c__Negativicutes,o__Veillonellales,f__Veillonellaceae,g__Megasphaera,s__Megasphaera_micronuciformis
d6ee04a675d34d811680c7f5ec9954ac,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Alloprevotella,s__Alloprevotella_rava
bc6f21affc11d8c4a5d6454f728e4add,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Comamonadaceae,g__Ottowia,s__Ottowia_sp._HMT_894
84474e67fa0b493659a7e26a52aa8894,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__Prevotella_pleuritidis
56e77a877af617f8aead4a4e885c1e59,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__Prevotella_nigrescens
84143a32a142a2e05f3584b3efc8a96f,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pasteurellales,f__Pasteurellaceae,g__Haemophilus,s__Haemophilus_parainfluenzae
5574b5e564ed1ffd307fcbcac325fbc0,k__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__Capnocytophaga,s__Capnocytophaga_leadbetteri
ab7735f727055a734ecbce4cd37cf6aa,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Neisseriales,f__Neisseriaceae,g__Neisseria,s__Neisseria_oralis
120319833d2d7a19e2d3700b4a704ae0,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Neisseriales,f__Neisseriaceae,g__Eikenella,Unclassified g__Eikenella
e1a9800482df461df81429b3b8f859a1,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Peptostreptococcaceae_[XI],g__Mogibacterium,Unclassified g__Mogibacterium
ab6e0cad1e50436eefb43c3766ebb885,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__Prevotella_oulorum
de45ad795831b3ac0aae5e49cd078ff0,k__Bacteria,p__Firmicutes,Unclassified p__Firmicutes,Unclassified p__Firmicutes,Unclassified p__Firmicutes,Unclassified p__Firmicutes,Unclassified p__Firmicutes
51c79d7c5c2260b32f6ad5b82272898e,k__Bacteria,p__Bacteroidetes,c__Bacteroidetes_[C-1],o__Bacteroidetes_[O-1],f__Bacteroidetes_[F-1],Unclassified f__Bacteroidetes_[F-1],Unclassified f__Bacteroidetes_[F-1]
6ceb227b31ca40e834ba203234d1f128,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__Prevotella_sp._HMT_305
ebc68f0a3a40711c1b0df994d93a6cac,k__Bacteria,p__Firmicutes,c__Negativicutes,o__Selenomonadales,f__Selenomonadaceae,g__Mitsuokella,s__Mitsuokella_sp._HMT_521
a888ac1dbf348edd3bd0874010f30e5b,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__Prevotella_salivae
a1d1764926bb0e83c87746990041fafe,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pasteurellales,f__Pasteurellaceae,g__Haemophilus,Unclassified g__Haemophilus
d800b9455700a7c2dc37b49e9cd39f14,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__Prevotella_pallens
8433051769dd1918d070071b1b803727,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae_[XIV],g__Oribacterium,s__Oribacterium_asaccharolyticum
e0b0817162b44d0e17a1c50486839924,k__Bacteria,p__Firmicutes,c__Negativicutes,o__Veillonellales,f__Veillonellaceae,g__Veillonella,s__Veillonella_parvula
5431ed7169f869c1284e2f134b84de72,k__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__Capnocytophaga,s__Capnocytophaga_leadbetteri
51a99ed82e9ae5a91d506be3c7df8845,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__Prevotella_nanceiensis
5b239eddc0c4c102c7f721bae475cf22,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Alloprevotella,s__Alloprevotella_sp._HMT_914
7c821085a5548386a8d91fe359fa3ff3,k__Bacteria,p__Fusobacteria,c__Fusobacteriia,o__Fusobacteriales,f__Fusobacteriaceae,g__Fusobacterium,s__Fusobacterium_periodonticum
f46308362019ab040b078fa07b690bce,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Alloprevotella,s__Alloprevotella_rava
c15b2ef2b0a8c6b118ad3ca5888ac29d,k__Bacteria,p__Firmicutes,c__Negativicutes,o__Selenomonadales,f__Selenomonadaceae,g__Selenomonas,Unclassified g__Selenomonas
0575d30b96806f9b9c7bded7304336c6,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Carnobacteriaceae,g__Granulicatella,s__Granulicatella_elegans
26de4690cd2c89c490c37a8d1418d67a,k__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__Bergeyella,s__Bergeyella_sp._HMT_322
0f898170dbe4592000abdcde0dd2ba2e,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pasteurellales,f__Pasteurellaceae,g__Haemophilus,s__Haemophilus_parainfluenzae
493bf601b1d7137420798443128a313b,k__Bacteria,p__Spirochaetes,c__Spirochaetia,o__Spirochaetales,f__Spirochaetaceae,g__Treponema,Unclassified g__Treponema
a99fb503372ef5103fa41e0c743bbad2,k__Bacteria,Unclassified k__Bacteria,Unclassified k__Bacteria,Unclassified k__Bacteria,Unclassified k__Bacteria,Unclassified k__Bacteria,Unclassified k__Bacteria
52981667901a8700455d3a590021916a,k__Bacteria,p__Firmicutes,c__Negativicutes,o__Selenomonadales,f__Selenomonadaceae,g__Selenomonas,Unclassified g__Selenomonas
091a6fe437c9cd2484dd25e69c690bf6,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pasteurellales,f__Pasteurellaceae,g__Haemophilus,s__Haemophilus_parainfluenzae
3a4c1eb8dbc9f93fbbfbd8702754c0df,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Porphyromonadaceae,g__Tannerella,s__Tannerella_forsythia
969732ae717bf5a9282f4781499aadb4,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Porphyromonadaceae,g__Porphyromonas,s__Porphyromonas_pasteri
4ea83b7a4e7f45d4ae146e7a034018cc,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Neisseriales,f__Neisseriaceae,g__Neisseria,s__Neisseria_bacilliformis
bc220f0642fc0da8bfaa703b10337cce,k__Bacteria,p__Fusobacteria,c__Fusobacteriia,o__Fusobacteriales,f__Leptotrichiaceae,g__Leptotrichia,s__Leptotrichia_sp._HMT_218
56ce7d1a65fdef6654e4e2e83040f18e,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pasteurellales,f__Pasteurellaceae,g__Haemophilus,Unclassified g__Haemophilus
92fb114641e27921122496428e2ef0dd,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Propionibacteriales,f__Propionibacteriaceae,g__Cutibacterium,s__Cutibacterium_acnes
b6079e93ec50436dd7bbb4e9ce610fa9,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Alloprevotella,s__Alloprevotella_sp._HMT_473
1a117227cfb94f3196ec36c6f4bc8bf1,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__Prevotella_salivae
333726b64486fdbc540c956ca3abd415,k__Bacteria,p__Spirochaetes,c__Spirochaetia,o__Spirochaetales,f__Spirochaetaceae,g__Treponema,Unclassified g__Treponema
64847e8d761ac2ee605b4968afa45012,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Actinomycetaceae,g__Actinomyces,Unclassified g__Actinomyces
dc7779efdb0b987bcfad3b4a87f1b1c3,k__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__Capnocytophaga,Unclassified g__Capnocytophaga
856bb7c19ce3af715fdcade5520125be,k__Bacteria,p__Fusobacteria,c__Fusobacteriia,o__Fusobacteriales,f__Leptotrichiaceae,g__Leptotrichia,s__Leptotrichia_goodfellowii
b9370ea036a7d444de9f09517a65a564,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Porphyromonadaceae,g__Porphyromonas,s__Porphyromonas_endodontalis
763a2ffca073e1058cff4aafe0a24b09,k__Bacteria,p__Firmicutes,c__Negativicutes,o__Selenomonadales,f__Selenomonadaceae,g__Selenomonas,s__Selenomonas_artemidis
f55e6f0203460ecfb665c9dbc579b714,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__Ruminococcaceae_[G-2],s__Ruminococcaceae_[G-2]_bacterium_HMT_085
20f887a0f58476d52027e0798805c1d2,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Bacteroidales_[F-2],g__Bacteroidales_[G-2],s__Bacteroidales_[G-2]_bacterium_HMT_274
eba82e05b99aa73e8218f157d308efb5,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__Prevotella_dentalis
d6dd3e31efb998491ac861a748c7ee7d,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__Prevotella_sp._HMT_309
99367dd6e44d7c1e44e6122763af9c95,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__Streptococcus_mutans
9347c6735661942a7940c1732e0702e1,k__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__Capnocytophaga,s__Capnocytophaga_leadbetteri
7e1b1aeffe7e6424edb6f1436728c15c,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas,s__Pseudomonas_pseudoalcaligenes
2a28982df1e6b16f1f7c772d76746276,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae_[XIV],g__Oribacterium,s__Oribacterium_sinus
644049b2fa1363e0134dae0ab4a1ca50,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Porphyromonadaceae,g__Porphyromonas,s__Porphyromonas_endodontalis
4481bc66d3a54f79e6abb8b557a2a104,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,Unclassified g__Streptococcus
b719b2acfaf766a2ada62b3ebc892acb,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Neisseriales,f__Neisseriaceae,g__Kingella,s__Kingella_oralis
cef7fd2a2e258d6d9272b04906ecae38,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Micrococcaceae,g__Rothia,s__Rothia_mucilaginosa
59195848263a87f8d9c17a9735717f2c,k__Bacteria,p__Fusobacteria,c__Fusobacteriia,o__Fusobacteriales,f__Leptotrichiaceae,g__Leptotrichia,s__Leptotrichia_hongkongensis
28b09b766da0307573913dacd4645fc9,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Alloprevotella,s__Alloprevotella_sp._HMT_914
50f52805ded98ee19eabffa9d0241e89,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Actinomycetaceae,g__Actinomyces,s__Actinomyces_dentalis
2128aa4b835441846a28f543aeb54ea4,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae_[XIV],g__Stomatobaculum,Unclassified g__Stomatobaculum
aa579c7585c44533cfbae41ca1f97914,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__Prevotella_aurantiaca
9f109dfcb2f1ff4857ecdc77e42a739b,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Micrococcaceae,g__Rothia,s__Rothia_mucilaginosa
eee2b5b767ca11b78056ac467fca4b74,k__Bacteria,p__Firmicutes,c__Negativicutes,o__Veillonellales,f__Veillonellaceae,g__Veillonella,Unclassified g__Veillonella
082f5eb2bc1e2ada0d7487422568ca5c,k__Bacteria,p__Fusobacteria,c__Fusobacteriia,o__Fusobacteriales,f__Fusobacteriaceae,g__Fusobacterium,s__Fusobacterium_nucleatum_subsp._vincentii
42604f7f8bfc866837a5370b4b667382,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Peptostreptococcaceae_[XI],g__Peptostreptococcaceae_[XI][G-1],s__Peptostreptococcaceae_[XI][G-1]_[Eubacterium]_sulci
984e3e68a3376adbd1e6867973760352,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae_[XIV],g__Oribacterium,s__Oribacterium_asaccharolyticum
75e69ac35f8b5786cf860f3f0be74929,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,Unclassified g__Streptococcus
a67690654fca1914946ee270222b7247,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae_[XIV],g__Stomatobaculum,Unclassified g__Stomatobaculum
2ddd18d49a8163e0fc79e28ea6273254,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Peptoniphilaceae,g__Parvimonas,Unclassified g__Parvimonas
fa1db397af8990ba41f0ecdbb3edb893,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__Prevotella_nanceiensis
95a420bc584b42300a487a5f8621bb2e,k__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__Bergeyella,s__Bergeyella_sp._HMT_322
e9361b0dc4d98629eea6fdb8259ec598,k__Bacteria,p__Firmicutes,c__Negativicutes,o__Selenomonadales,f__Selenomonadaceae,g__Selenomonas,s__Selenomonas_artemidis
7f67a4e077b4a086d3d6e5f50e9dde02,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,Unclassified g__Streptococcus
e0d796fd003a90c208a860b61bedda67,k__Bacteria,p__Firmicutes,c__Negativicutes,o__Selenomonadales,f__Selenomonadaceae,g__Selenomonas,s__Selenomonas_noxia
7e464b9b7f9ca86103a675a09263efec,k__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,f__Campylobacteraceae,g__Campylobacter,s__Campylobacter_concisus
3c954a6edc50c1f8e1f0677f8a443500,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__Prevotella_sp._HMT_300
6b765d5bd94a919b64ca182d3e71a0da,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Micrococcaceae,g__Rothia,s__Rothia_mucilaginosa
41f01f3e3cbf6beb908ae1ebb553208e,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Xanthomonadaceae,g__Stenotrophomonas,s__Stenotrophomonas_maltophilia
7d669e880492b330a9c9c649f65c2ba6,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Cardiobacteriales,f__Cardiobacteriaceae,g__Cardiobacterium,s__Cardiobacterium_hominis
ed32eeb458a2b9bdee12e2db96fcb98b,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Lautropia,s__Lautropia_mirabilis
4031f03ef7014c9bfea4a76928609d2b,k__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__Capnocytophaga,s__Capnocytophaga_granulosa
c7fe8c5f65f8eaed352dacb33037e7de,k__Bacteria,p__Fusobacteria,c__Fusobacteriia,o__Fusobacteriales,f__Fusobacteriaceae,g__Fusobacterium,Unclassified g__Fusobacterium
c52f4175a66ea8380f82673ea0b55507,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__Prevotella_sp._HMT_309
be2b7137d2238967f5541f26230dcbca,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Neisseriales,f__Neisseriaceae,g__Kingella,s__Kingella_oralis
